"","symbol","date","volume","open_price_min","open_price_max","close_price_min","close_price_max","low_price","high_price","average_price","tragetUpdatedDate","priceTargetAverage","priceTargetHigh","priceTargetLow","numberOfAnalysts","ratingBuy","ratingOverweight","ratingHold","ratingUnderweight","ratingSell","ratingNone","ratingScaleMark","consensusStartDate","consensusEndDate"
"1","A",2020-08-14,74848,96.97,98.62,96.97,98.63,96.97,98.63,98.1222815028902,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"2","A",2020-08-04,19196,97.03,97.49,97.09,97.47,97.03,97.49,97.5903488888889,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"3","A",2020-08-13,130444,97.25,99.09,97.29,99.09,97.25,99.09,98.0718936363636,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"4","A",2020-08-06,73138,96.36,97.42,96.36,97.43,96.36,97.44,96.6876297619048,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"5","A",2020-08-11,91438,96.24,97.26,96.225,97.26,96.205,97.26,96.8480139175257,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"6","A",2020-08-05,75214,97.72,98.83,97.74,98.83,97.72,98.83,98.4653416666667,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"7","A",2020-08-10,78504,97.02,97.96,97.02,97.96,96.98,97.96,97.4470114457831,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"8","A",2020-08-12,96074,96.53,98.24,96.56,98.24,96.53,98.24,97.5929085365854,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"9","A",2020-08-07,74474,96.935,97.78,96.935,97.79,96.935,97.8,97.2851352941176,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"10","A",2020-08-03,299552,97.99,99.33,97.97,99.34,97.95,99.34,98.3375874015748,2020-08-19,102.38,110,88,13,6,1,6,1,0,0,1.571429,2020-05-28,2020-06-28
"11","ABBV",2020-08-10,1283306,92.16,93.65,92.16,93.655,92.16,93.66,93.0926494623656,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"12","ABBV",2020-08-05,549104,93.16,94.66,93.15,94.59,93.14,94.66,94.1705614958449,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"13","ABBV",2020-08-14,393014,94.57,95.65,94.57,95.65,94.57,95.65,95.231039184953,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"14","ABBV",2020-08-04,196190,94.165,94.485,94.15,94.485,94.08,94.51,94.8465623188406,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"15","ABBV",2020-08-06,324218,91.82,92.79,91.81,92.8,91.805,92.8,92.4189285714286,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"16","ABBV",2020-08-03,318110,95.775,97.15,95.81,97.16,95.775,97.16,96.5364507407407,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"17","ABBV",2020-08-11,626018,92.245,93.28,92.23,93.26,92.23,93.29,92.6735416666667,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"18","ABBV",2020-08-07,329670,92.22,92.91,92.23,92.92,92.22,92.92,92.6050193548387,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"19","ABBV",2020-08-12,826608,93.76,95.55,93.87,95.56,93.76,95.58,94.6953873913044,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"20","ABBV",2020-08-13,560180,94.02,95.29,94.02,95.25,94.02,95.29,94.6559792284867,2020-09-01,110,127,96,16,11,1,5,0,0,0,1.323529,2020-08-12,2020-08-31
"21","ABC",2020-08-13,46018,101.425,102.79,101.425,102.79,101.425,102.79,101.995218644068,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"22","ABC",2020-08-07,87190,100.56,102.1,100.56,102.16,100.56,102.16,101.237646951219,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"23","ABC",2020-08-10,49036,101.94,103.625,101.94,103.625,101.94,103.625,102.807527659574,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"24","ABC",2020-08-03,122786,102.7,104.86,102.695,104.785,102.695,104.86,103.29228136646,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"25","ABC",2020-08-11,77181,101.11,102.94,101.14,102.94,101.11,102.94,102.40979704142,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"26","ABC",2020-08-06,77052,100.99,103.165,100.995,103.165,100.99,103.165,102.459975333333,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"27","ABC",2020-08-05,141436,103.27,106.07,103.23,106.08,103.15,106.45,104.713090285714,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"28","ABC",2020-08-12,42492,101.99,104.03,101.99,104.03,101.99,104.03,103.09080326087,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"29","ABC",2020-08-04,63788,104.52,105.125,104.52,105.13,104.52,105.13,104.367354545455,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"30","ABC",2020-08-14,61710,102.85,104.02,102.85,104.18,102.84,104.19,103.201198275862,2020-08-11,112.07,127,90,15,9,1,7,1,0,0,1.5,2020-08-28,2020-08-31
"31","ACN",2020-08-13,165498,229.69,232.305,229.875,232.305,229.57,232.305,230.666270689655,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"32","ACN",2020-08-10,92708,229.73,231.22,229.73,231.22,229.73,231.22,230.390200641026,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"33","ACN",2020-08-07,102758,229.08,231.8,229.08,231.8,229.08,231.8,229.914988590604,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"34","ACN",2020-08-04,26764,225.955,227.055,225.955,227.22,225.955,227.22,226.363396875,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"35","ACN",2020-08-03,86656,225.54,227.99,225.54,227.945,225.54,228,226.428753142857,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"36","ACN",2020-08-11,146248,228.3,232.43,228.33,232.45,228.28,232.45,230.78278128655,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"37","ACN",2020-08-06,74180,228.07,230.64,228.09,230.905,228.07,230.915,229.075470714286,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"38","ACN",2020-08-14,78110,229.47,231.88,229.535,231.93,229.47,231.93,231.212244966443,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"39","ACN",2020-08-12,117000,229.28,231.32,229.28,231.32,229.28,231.32,230.340298245614,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"40","ACN",2020-08-05,92668,227.66,229.36,227.745,229.32,227.66,229.36,228.666755737705,2020-09-01,229.75,268,191,24,17,2,9,2,0,0,1.433333,2020-07-16,2020-08-24
"41","ADBE",2020-08-04,156683,442.92,446.89,442.98,446.97,442.92,446.97,442.360553333333,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"42","ADBE",2020-08-05,607612,447.49,453.97,447.49,453.89,447.49,453.97,449.68730625,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"43","ADBE",2020-08-06,77862,454.16,463.95,454.18,464.17,454.16,464.3,454.712861538462,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"44","ADBE",2020-08-14,22219,445.58,451.845,445.58,452.64,445.58,452.64,448.58855,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"45","ADBE",2020-08-12,111868,438.4,446.58,438.4,446.64,438.4,446.73,443.521772435897,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"46","ADBE",2020-08-13,53101,446.07,455.24,449.52,454.905,446.07,455.24,451.957170344827,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"47","ADBE",2020-08-07,482890,445.27,459.78,445.21,459.78,445.21,459.78,453.458290909091,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"48","ADBE",2020-08-03,34554,442.76,449.75,442.835,449.75,442.76,449.75,445.510631531531,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"49","ADBE",2020-08-10,189354,437.165,449.82,436.895,449.18,436.895,449.82,443.053554166667,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"50","ADBE",2020-08-11,69714,432.11,444.21,432.725,444.21,432.06,444.21,437.613364351852,2020-09-01,446.74,575,375,23,16,2,8,1,0,0,1.388889,2020-07-05,2020-08-24
"51","ADI",2020-08-05,216577,115.03,116.19,114.94,116.15,114.94,116.19,115.686804575163,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"52","ADI",2020-08-13,130461,117.62,119.11,117.57,119.125,117.57,119.125,118.674056271187,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"53","ADI",2020-08-06,51717,115.85,117.13,115.85,117.13,115.85,117.14,115.996974842767,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"54","ADI",2020-08-14,93829,117.13,118.72,117.12,118.68,117.12,118.795,118.374896566524,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"55","ADI",2020-08-07,51917,115.24,117.25,115.24,117.25,115.24,117.29,116.600149489796,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"56","ADI",2020-08-11,209970,116.49,119.42,116.33,119.42,116.33,119.42,118.315057089552,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"57","ADI",2020-08-04,66048,116.56,117.11,116.59,117.11,116.56,117.145,117.172443939394,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"58","ADI",2020-08-10,53637,115.51,117.29,115.53,117.29,115.51,117.29,116.322460194175,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"59","ADI",2020-08-12,130979,117.19,119.52,117.19,119.56,117.19,119.56,118.639237948718,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"60","ADI",2020-08-03,116333,116.13,116.77,116.13,116.77,116.13,116.77,116.274747280335,2020-08-21,138.4,155,120,21,16,2,6,0,0,1,1.291667,2020-08-11,2020-08-24
"61","ADM",2020-08-10,234186,44.175,44.76,44.175,44.76,44.175,44.76,44.5502078947368,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"62","ADM",2020-08-13,250850,44.17,44.86,44.22,44.88,44.17,44.89,44.5048362934363,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"63","ADM",2020-08-12,148078,44.44,44.865,44.43,44.86,44.42,44.865,44.6111692307692,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"64","ADM",2020-08-07,371816,43.3,44.1,43.3,44.09,43.3,44.1,43.5483496644295,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"65","ADM",2020-08-06,230350,43.53,43.72,43.53,43.725,43.53,43.73,43.6057286549707,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"66","ADM",2020-08-11,226898,44.34,44.86,44.32,44.865,44.32,44.865,44.6823764705882,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"67","ADM",2020-08-04,83402,42.605,42.75,42.605,42.74,42.605,42.75,42.6535132075472,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"68","ADM",2020-08-05,389604,42.94,43.45,42.98,43.45,42.94,43.46,43.1588185185185,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"69","ADM",2020-08-14,143924,44.07,44.72,44.07,44.705,44.07,44.72,44.5246010989011,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"70","ADM",2020-08-03,284945,42.84,43.23,42.85,43.24,42.84,43.24,43.0630485355648,2020-08-12,49,53,39,11,7,1,5,0,0,0,1.423077,2020-06-26,2020-07-22
"71","ADP",2020-08-06,74727,135.095,136.47,135.07,136.5,135.07,136.54,135.72548994709,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"72","ADP",2020-08-11,119957,136.96,140.03,136.93,140.005,136.93,140.03,137.649772332016,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"73","ADP",2020-08-04,32844,136.19,136.7,136.2,136.7,136.19,136.745,136.009258730159,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"74","ADP",2020-08-12,67416,138.86,140.14,138.82,140.14,138.82,140.14,139.700673255814,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"75","ADP",2020-08-03,107944,134.06,134.77,134.06,134.795,134.06,134.795,134.10937860262,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"76","ADP",2020-08-05,83512,134.65,138.21,134.61,138.21,134.61,138.21,137.007190310078,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"77","ADP",2020-08-10,124576,136.44,138.79,136.505,138.79,136.44,138.79,137.554269144981,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"78","ADP",2020-08-13,132204,139.07,140.48,139.1,140.54,139.07,140.54,140.064520588235,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"79","ADP",2020-08-14,160164,138.335,140.1,138.31,140.09,138.28,140.1,138.819218811881,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"80","ADP",2020-08-07,99147,137.01,138.92,137.105,138.93,137.01,138.94,137.7194140625,2020-08-25,149.71,181,124,17,5,0,13,1,0,0,1.763158,2020-06-11,2020-07-12
"81","AEE",2020-08-13,110286,80.53,81.63,80.53,81.61,80.53,81.63,81.1187743169399,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"82","AEE",2020-08-04,91454,81.52,82.375,81.53,82.42,81.52,82.42,81.1263,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"83","AEE",2020-08-03,157708,78.51,79.455,78.51,79.455,78.51,79.455,78.9422975369458,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"84","AEE",2020-08-06,134898,80.43,81.28,80.43,81.29,80.43,81.29,80.8727175824175,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"85","AEE",2020-08-11,144014,80.89,83.45,80.89,83.445,80.87,83.45,82.4292183574879,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"86","AEE",2020-08-10,117234,82.22,83.935,82.215,83.93,82.215,83.935,83.0292014150943,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"87","AEE",2020-08-14,54486,81.02,81.91,81.02,81.91,81.02,81.91,81.4882082089552,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"88","AEE",2020-08-05,160372,79.82,82.36,79.8,82.36,79.8,82.36,81.0515510204082,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"89","AEE",2020-08-07,133272,80.67,82.67,80.67,82.68,80.67,82.68,81.5677317391304,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"90","AEE",2020-08-12,41150,81.03,82.98,81,82.98,81,82.98,81.8898066666667,2020-08-13,85,93,79,11,9,0,3,1,0,0,1.346154,2020-08-07,2020-08-12
"91","AES",2020-08-11,1190162,16.98,17.565,16.98,17.56,16.96,17.565,17.3631938416422,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"92","AES",2020-08-07,1525016,16.62,17.29,16.61,17.3,16.61,17.3,16.8249949295775,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"93","AES",2020-08-03,584408,14.95,15.13,14.96,15.13,14.95,15.14,15.0518446735395,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"94","AES",2020-08-06,949414,16.12,16.8,16.11,16.79,16.1,16.8,16.22188,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"95","AES",2020-08-05,898136,15.21,15.56,15.225,15.57,15.21,15.58,15.3951105882353,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"96","AES",2020-08-10,894442,16.95,17.71,16.94,17.705,16.94,17.71,17.1562658333333,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"97","AES",2020-08-12,598184,17.08,17.515,17.05,17.5,17.05,17.515,17.2517902912621,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"98","AES",2020-08-14,453466,17.475,17.705,17.46,17.7,17.46,17.705,17.5874351097179,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"99","AES",2020-08-13,1515174,17.17,17.99,17.17,17.99,17.17,17.99,17.7126168639053,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"100","AES",2020-08-04,306458,15.385,15.495,15.38,15.49,15.38,15.505,15.3712432835821,2020-08-14,19.19,20,17,8,8,1,1,0,0,0,1.15,2020-07-13,2020-08-11
"101","AIG",2020-08-12,465922,30.625,32.49,30.625,32.49,30.6,32.49,31.5037831050228,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"102","AIG",2020-08-04,547756,29.6,29.81,29.59,29.81,29.59,29.83,29.9981376811594,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"103","AIG",2020-08-11,672154,31.775,32.76,31.78,32.75,31.755,32.76,32.4555886435331,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"104","AIG",2020-08-14,486542,30.33,31.39,30.23,31.41,30.23,31.41,31.0298401179941,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"105","AIG",2020-08-05,1262358,29.95,30.545,29.97,30.56,29.94,30.56,30.1869754098361,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"106","AIG",2020-08-03,541459,32.105,32.655,32.105,32.659,32.085,32.68,32.4323534246575,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"107","AIG",2020-08-07,785269,29.14,30.645,29.14,30.66,29.14,30.665,29.4627162921348,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"108","AIG",2020-08-10,700170,31.01,31.64,31.01,31.61,30.995,31.67,31.2849830555556,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"109","AIG",2020-08-13,1146476,30.165,30.86,30.14,30.86,30.14,30.87,30.3978114197531,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"110","AIG",2020-08-06,980370,29.285,30.19,29.285,30.2,29.28,30.2,30.1168591603053,2020-08-18,37.57,48,31,14,8,0,10,0,0,0,1.555556,2020-06-22,2020-08-05
"111","AJG",2020-08-13,22012,106.46,107.45,106.46,107.45,106.46,107.45,106.943543859649,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"112","AJG",2020-08-06,38614,104.935,105.57,104.935,105.6,104.935,105.64,105.394825,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"113","AJG",2020-08-14,24092,106.65,108.02,106.65,108.02,106.65,108.02,107.35157,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"114","AJG",2020-08-05,118026,105.05,106.01,105.05,105.975,105.05,106.01,105.635285714286,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"115","AJG",2020-08-04,20382,104.805,105.53,104.805,105.505,104.805,105.53,105.657145454545,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"116","AJG",2020-08-07,55046,105.63,106.89,105.63,106.87,105.63,106.89,105.868284496124,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"117","AJG",2020-08-10,37518,106.125,107.92,106.125,107.92,106.125,107.92,107.075888235294,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"118","AJG",2020-08-12,32264,106.9,108.46,106.89,108.46,106.87,108.46,108.028202857143,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"119","AJG",2020-08-03,26286,105.85,107.385,105.85,107.3,105.85,107.385,107.061256451613,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"120","AJG",2020-08-11,62486,107.22,108.64,107.255,108.62,107.22,108.64,108.011353174603,2020-08-21,115,130,101,11,11,0,2,0,0,0,1.153846,2020-07-02,2020-08-20
"121","AKAM",2020-08-14,38458,107.31,108.99,107.31,108.99,107.31,108.99,108.207816,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"122","AKAM",2020-08-07,67278,108.04,109.49,108.04,109.48,108.04,109.515,109.060324257426,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"123","AKAM",2020-08-10,55818,107.53,109.435,107.6,109.11,107.53,109.435,108.360635820896,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"124","AKAM",2020-08-05,62573,110.05,111.22,110.05,111.22,110,111.22,110.71472690583,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"125","AKAM",2020-08-13,40449,106.92,109.89,107.095,109.89,106.92,109.89,108.364791666667,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"126","AKAM",2020-08-11,49289,105.97,107.6,105.9,107.52,105.88,107.6,107.259429787234,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"127","AKAM",2020-08-03,39925,112.56,113.53,112.57,113.48,112.56,113.53,112.689521428571,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"128","AKAM",2020-08-12,39055,106.67,107.39,106.67,107.39,106.67,107.39,107.113041176471,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"129","AKAM",2020-08-06,52746,108.72,109.6,108.72,109.595,108.72,109.6,109.420888442211,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"130","AKAM",2020-08-04,30372,111.06,111.81,111,111.8,110.98,111.835,111.958305769231,2020-09-01,125.11,153,105,18,13,2,5,1,0,0,1.357143,2020-08-11,2020-08-20
"131","ALGN",2020-08-05,36375,288.53,299.325,288.53,299.325,288.53,299.4,295.580837903226,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"132","ALGN",2020-08-10,39025,299.445,306.895,299.16,307.11,299.065,307.11,303.779606542056,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"133","ALGN",2020-08-13,23075,308.17,316.02,308.17,316.02,308.17,316.02,312.070352830189,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"134","ALGN",2020-08-04,17629,287.4,289.18,287.4,289.04,287.35,289.18,285.895195348837,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"135","ALGN",2020-08-03,28336,287.1,294.81,287.01,294.81,287,294.81,290.559922222222,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"136","ALGN",2020-08-07,50898,302.53,308.515,302.53,308.25,302.42,308.52,305.167331382979,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"137","ALGN",2020-08-14,20730,305.85,310.235,305.85,310.235,305.85,310.235,308.676646875,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"138","ALGN",2020-08-06,34723,296.2,301.865,296.16,301.755,295.98,301.9,297.4150025,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"139","ALGN",2020-08-11,36576,303.2,310.64,302.78,310.64,302.78,310.64,307.6163125,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"140","ALGN",2020-08-12,13035,304.02,309.28,304.205,309.25,303.91,309.28,307.161832432433,2020-08-18,325.93,400,245,14,10,1,5,1,0,0,1.411765,2020-06-11,2020-07-01
"141","ALK",2020-08-03,117472,33.34,34.56,33.35,34.56,33.34,34.56,33.6548173184358,2020-09-02,44.63,62,31,13,10,0,4,0,0,0,1.285714,2020-06-08,2020-08-14
"142","ALK",2020-08-07,143438,35.955,36.62,35.955,36.625,35.955,36.625,36.1687531986532,2020-09-02,44.63,62,31,13,10,0,4,0,0,0,1.285714,2020-06-08,2020-08-14
"143","ALK",2020-08-13,145962,37.58,38.88,37.55,38.86,37.55,38.88,38.2171284518828,2020-09-02,44.63,62,31,13,10,0,4,0,0,0,1.285714,2020-06-08,2020-08-14
"144","ALK",2020-08-11,217596,38.76,40.505,38.74,40.5,38.68,40.51,39.9661807829182,2020-09-02,44.63,62,31,13,10,0,4,0,0,0,1.285714,2020-06-08,2020-08-14
